SLNo,Carpet_area,Status,Floor,Transaction_type,Year_Built,Price_per_square_feet
5518,,Ready to Move,3,Resale,,7724
5519,,Ready to Move,20,Resale,,9511
5520,,Ready to Move,32,Resale,,20557
5521,,Under Construction,20,Resale,,10000
5522,,Under Construction,5,Resale,,19106
5523,,Ready to Move,3,Resale,,7500
5524,1270,Ready to Move,4,Resale,,13497
5525,1700,Under Construction,38,New Property,,24466
5526,544,Ready to Move,4,Resale,,9699
5527,,Under Construction,11,New Property,,6000
5528,1100,Ready to Move,8,Resale,,8303
5529,,Ready to Move,14,Resale,,4450
5530,1500,Under Construction,4,Resale,,11667
5531,1500,Under Construction,27,Resale,,17996
5532,,Ready to Move,14,Resale,,9375
5533,306,Ready to Move,3,Resale,,8889
5534,,Ready to Move,4,Resale,,9000
5535,,Ready to Move,2,Resale,,12989
5536,,Ready to Move,14,Resale,,13761
5537,1000,Ready to Move,2,Resale,,11600
5538,,Ready to Move,4,Resale,,13889
5539,,Ready to Move,4,Resale,,13514
5540,550,Ready to Move,11,Resale,,6383
5541,569,Ready to Move,19,Resale,,8955
5542,1300,Ready to Move,3,Resale,,
5543,2700,Under Construction,3,Resale,,9231
5544,,Under Construction,24,Resale,,16173
5545,,Ready to Move,12,Resale,,7500
5546,75,Under Construction,23,Resale,,9544
5547,1250,Ready to Move,24,Resale,,9955
5548,,Ready to Move,18,Resale,,13492
5549,,Ready to Move,17,Resale,,17535
5550,,Ready to Move,3,Resale,,14286
5551,,Under Construction,5,Resale,,9487
5552,,Ready to Move,4,Resale,,4667
5553,,Ready to Move,4,New Property,,10776
5554,1400,Ready to Move,4,Resale,,7620
5555,900,Ready to Move,4,New Property,,2727
5556,,Ready to Move,16,Resale,,5874
5557,1300,Ready to Move,29,Resale,,17465
5558,,Ready to Move,4,Resale,,8326
5559,1150,Ready to Move,4,Resale,,6923
5560,,Ready to Move,14,Resale,,10714
5561,,Ready to Move,13,Resale,,6261
5562,,Under Construction,4,Resale,,10268
5563,,Ready to Move,15,Resale,,16000
5564,,Ready to Move,4,Resale,,5000
5565,,Under Construction,14,Resale,,7273
5566,,Ready to Move,,Resale,,12593
5567,,Ready to Move,14,Resale,,7862
5568,1590,Ready to Move,14,Resale,,10061
5569,,Under Construction,30,Resale,,9756
5570,,Ready to Move,13,New Property,,6243
5571,,Under Construction,29,Resale,,17699
5572,,Ready to Move,3,Resale,,6419
5573,,Ready to Move,18,Resale,,11517
5574,,Ready to Move,,Resale,,9714
5575,,Under Construction,24,Resale,,9761
5576,,Under Construction,13,Resale,,7000
5577,2395,Ready to Move,12,Resale,,12500
5578,994,Ready to Move,32,Resale,,17718
5579,,Under Construction,4,Resale,,10025
5580,418,Under Construction,14,Resale,,7000
5581,1168,Ready to Move,15,Resale,,
5582,,Ready to Move,10,Resale,,5641
5583,,Under Construction,3,Resale,,13580
5584,550,Ready to Move,4,Resale,,6154
5585,,Ready to Move,4,Resale,,11458
5586,,Ready to Move,23,Resale,,10577
5587,,Ready to Move,12,Resale,,11818
5588,,Ready to Move,24,Resale,,13087
5589,,Ready to Move,12,Resale,,9333
5590,2002,Under Construction,15,New Property,,19980
5591,,Ready to Move,3,Resale,,13749
5592,,Under Construction,35,Resale,,14717
5593,,Ready to Move,35,Resale,,19434
5594,,Ready to Move,16,Resale,,8511
5595,,Ready to Move,2,Resale,,6333
5596,,Ready to Move,14,Resale,,7317
5597,540,Ready to Move,3,Resale,,
5598,,Ready to Move,19,Resale,,7500
5599,,Ready to Move,2,Resale,,13548
5600,1000,Ready to Move,3,New Property,,9066
5601,,Ready to Move,15,Resale,,12500
5602,,Ready to Move,24,Resale,,11458
5603,,Ready to Move,14,Resale,,10604
5604,,Ready to Move,4,Resale,,4143
5605,823,Under Construction,22,Resale,,12563
5606,,Under Construction,28,Resale,,12959
5607,624,Ready to Move,14,New Property,,11273
5608,,Ready to Move,24,Resale,,10789
5609,,Ready to Move,19,Resale,,8621
5610,1650,Ready to Move,20,Resale,,8061
5611,,Ready to Move,3,Resale,,4000
5612,,Ready to Move,10,Resale,,8727
5613,,Ready to Move,14,Resale,,9125
5614,,Under Construction,4,Resale,,11475
5615,1400,Ready to Move,4,Resale,,
5616,,Ready to Move,2,Resale,,13000
5617,,Ready to Move,32,Resale,,23094
5618,1500,Under Construction,20,Resale,,21859
5619,,Ready to Move,3,Resale,,10522
5620,1310,Ready to Move,7,Resale,,6981
5621,,Ready to Move,20,Resale,,7645
5622,700,Under Construction,3,Resale,,8789
5623,,Ready to Move,4,New Property,,12883
5624,,Ready to Move,3,Resale,,9633
5625,700,Ready to Move,2,Resale,,5059
5626,848,Under Construction,18,Resale,,8167
5627,,Ready to Move,5,Resale,,13889
5628,2600,Ready to Move,4,Resale,,9375
5629,,Ready to Move,4,Resale,,10430
5630,1550,Ready to Move,3,Resale,,12258
5631,,Aug '24,,New Property,1972,33412
5632,270,Under Construction,4,Resale,,23663
5633,1255,Jul '28,,New Property,,9833
5634,2125,Under Construction,30,New Property,,19200
5635,2801,Under Construction,24,Resale,2000,15934
5636,,Under Construction,27,New Property,2019,7000
5637,1275,Under Construction,30,New Property,2019,14389
5638,995,Ready to Move,20,New Property,1992,5944
5639,,Ready to Move,25,New Property,2012,7240
5640,1219,Ready to Move,25,Resale,2018,6954
5641,,Under Construction,36,New Property,2010,16611
5642,1800,Ready to Move,3,Resale,2023,9773
5643,,Under Construction,26,New Property,2015,7630
5644,925,Under Construction,13,New Property,2021,14000
5645,1871,Ready to Move,19,Resale,,11669
5646,828,Ready to Move,22,New Property,,11752
5647,,Ready to Move,19,Resale,,7394
5648,1290,Ready to Move,14,Resale,,8633
5649,885,Under Construction,26,Resale,,26189
5650,1050,Ready to Move,4,Resale,,7965
5651,,Ready to Move,25,Resale,,13699
5652,,Ready to Move,29,Resale,,15600
5653,,Under Construction,31,Resale,,9851
5654,3900,Ready to Move,19,Resale,,14500
5655,894,Under Construction,31,Resale,,10000
5656,,Ready to Move,24,Resale,,8287
5657,450,Ready to Move,7,Resale,,4615
5658,1895,Ready to Move,15,Resale,,9340
5659,1000,Ready to Move,20,Resale,,7826
5660,,Ready to Move,26,Resale,,9023
5661,,Ready to Move,34,Resale,,11600
5662,4757,Ready to Move,17,Resale,,7817
5663,1800,Ready to Move,9,Resale,,8810
5664,,Ready to Move,24,Resale,,6977
5665,,Ready to Move,13,Resale,,4000
5666,,Ready to Move,25,Resale,,11521
5667,3964,Ready to Move,17,Resale,,10073
5668,,Ready to Move,22,Resale,,5913
5669,,Ready to Move,15,Resale,,10000
5670,400,Ready to Move,6,Resale,,2264
5671,,Ready to Move,6,Resale,,3515
5672,1000,Ready to Move,30,Resale,,10712
5673,,Under Construction,27,Resale,,19124
5674,,Under Construction,27,Resale,,10588
5675,598,Ready to Move,25,Resale,,5014
5676,1100,Ready to Move,6,Resale,,5583
5677,,Ready to Move,9,Resale,,14000
5678,,Ready to Move,30,Resale,,10638
5679,1850,Ready to Move,25,New Property,,15722
5680,,Ready to Move,18,Resale,,6780
5681,966,Ready to Move,19,Resale,,7246
5682,850,Ready to Move,25,Resale,,6667
5683,,Under Construction,20,Resale,,8951
5684,2000,Ready to Move,15,Resale,,10929
5685,450,Ready to Move,6,Resale,,4167
5686,960,Ready to Move,20,New Property,,5116
5687,,Ready to Move,23,Resale,,9116
5688,,Under Construction,27,Resale,,12181
5689,,Ready to Move,31,Resale,,11053
5690,,Under Construction,27,Resale,,17049
5691,1127,Ready to Move,14,Resale,,7335
5692,,Under Construction,39,Resale,,14967
5693,1255,Under Construction,29,New Property,2016,13300
5694,,Ready to Move,35,Resale,2000,15126
5695,700,Ready to Move,14,Resale,2014,7086
5696,1000,Ready to Move,25,Resale,2010,6967
5697,,Ready to Move,7,Resale,,7348
5698,,Under Construction,38,Resale,,20000
5699,,Ready to Move,4,Resale,,4000
5700,993,Ready to Move,17,Resale,,9811
5701,,Under Construction,10,Resale,,13385
5702,,Ready to Move,4,Resale,,6667
5703,,Ready to Move,24,Resale,,7615
5704,,Ready to Move,14,Resale,,9779
5705,,Under Construction,22,Resale,,4167
5706,980,Under Construction,4,Resale,,4150
5707,1150,Ready to Move,4,New Property,,4643
5708,,Ready to Move,18,Resale,,10821
5709,1780,Under Construction,35,Resale,,16863
5710,1300,Ready to Move,6,Resale,,4167
5711,1636,Under Construction,30,New Property,,13935
5712,1385,Ready to Move,22,Resale,,5724
5713,1550,Ready to Move,20,New Property,,6182
5714,950,Ready to Move,21,Resale,,7010
5715,1640,Ready to Move,21,Resale,,8232
5716,,Ready to Move,18,Resale,,10089
5717,,Ready to Move,23,Resale,,9728
5718,,Ready to Move,21,Resale,,11536
5719,1200,Ready to Move,18,New Property,,9274
5720,,Ready to Move,17,Resale,,8117
5721,,Ready to Move,6,Resale,,3000
5722,,Ready to Move,20,Resale,,6452
5723,,Ready to Move,15,Resale,,7482
5724,,Ready to Move,4,Resale,,4095
5725,,Ready to Move,36,Resale,,10938
5726,1300,Ready to Move,18,Resale,,5638
5727,1465,Ready to Move,17,Resale,,7486
5728,,Ready to Move,5,Resale,,3982
5729,1298,Ready to Move,20,Resale,,11445
5730,,Ready to Move,12,Resale,,7203
5731,1345,Ready to Move,26,New Property,,10000
5732,1600,Ready to Move,12,Resale,,8333
5733,,Ready to Move,21,Resale,,10217
5734,,,5,Resale,,3109
5735,,Ready to Move,24,Resale,,10286
5736,,Ready to Move,6,Resale,,3214
5737,,Ready to Move,,Resale,,6806
5738,1500,Under Construction,24,New Property,,12889
5739,,Ready to Move,12,Resale,,12111
5740,1264,Ready to Move,27,Resale,,15214
5741,,Under Construction,25,Resale,,12147
5742,,Ready to Move,12,Resale,,6533
5743,,Ready to Move,21,Resale,,9235
5744,1436,Ready to Move,25,Resale,,7692
5745,,Ready to Move,7,Resale,,4600
5746,1356,Ready to Move,19,Resale,,7375
5747,,Ready to Move,5,Resale,,3486
5748,1700,Under Construction,37,Resale,,13404
5749,900,Ready to Move,11,Resale,,10152
5750,,Ready to Move,16,Resale,,7627
5751,,Ready to Move,23,Resale,,5784
5752,,Ready to Move,6,Resale,,2735
5753,374,Ready to Move,5,Resale,,4533
5754,1420,Ready to Move,20,Resale,,6897
5755,,Ready to Move,22,Resale,,12308
5756,,Ready to Move,6,Resale,,3826
5757,,Ready to Move,14,Resale,,9677
5758,1750,Ready to Move,21,Resale,,8919
5759,1285,Ready to Move,13,Resale,,
5760,650,Ready to Move,8,Resale,,5571
5761,,Ready to Move,21,Resale,,10000
5762,,Ready to Move,19,Resale,,6702
5763,,Ready to Move,42,Resale,,13492
5764,470,Ready to Move,6,Resale,,3559
5765,700,Ready to Move,5,Resale,,2871
5766,,Ready to Move,17,Resale,,3216
5767,1260,Ready to Move,25,Resale,,4444
5768,,Ready to Move,43,Resale,,12321
5769,,Ready to Move,6,Resale,,3645
5770,1800,Ready to Move,3,Resale,,9000
5771,,,14,Resale,,4297
5772,,Ready to Move,21,Resale,,7146
5773,,Ready to Move,4,Resale,,4000
5774,,Ready to Move,5,Resale,,2963
5775,,Ready to Move,20,Resale,,7404
5776,,Ready to Move,21,Resale,,7515
5777,,Ready to Move,25,Resale,,6557
5778,1400,Ready to Move,22,Resale,,6400
5779,,Under Construction,23,Resale,,12000
5780,2280,Ready to Move,28,Resale,,14130
5781,,Ready to Move,22,Resale,,9756
5782,,Ready to Move,4,Resale,,7500
5783,,Ready to Move,18,Resale,,8974
5784,980,Ready to Move,4,Resale,,4000
5785,,Ready to Move,4,Resale,,2912
5786,,Ready to Move,18,Resale,,4781
5787,,Ready to Move,18,Resale,,9353
5788,,Ready to Move,32,New Property,,18537
5789,,Ready to Move,16,Resale,,6038
5790,,Ready to Move,4,Resale,,3012
5791,60,Ready to Move,5,Resale,,
5792,,Ready to Move,6,Resale,,3375
5793,1400,Ready to Move,8,Resale,,8513
5794,,Ready to Move,21,Resale,,7193
5795,265,Ready to Move,4,Resale,,3704
5796,,Ready to Move,5,Resale,,3175
5797,,Under Construction,30,Resale,,15278
5798,,Ready to Move,27,Resale,,17912
5799,,Ready to Move,3,Resale,,7657
5800,980,Ready to Move,23,Resale,,7407
5801,,Ready to Move,6,Resale,,3857
5802,,Ready to Move,5,Resale,,3750
5803,,Ready to Move,14,Resale,,5556
5804,,Ready to Move,21,Resale,,3636
5805,,Ready to Move,6,Resale,,2667
5806,,Under Construction,18,Resale,,9890
5807,,Ready to Move,25,Resale,,5789
5808,,Ready to Move,25,Resale,,6604
5809,1085,Ready to Move,32,Resale,,9217
5810,,Ready to Move,18,Resale,,7742
5811,,Ready to Move,18,Resale,,10403
5812,,Ready to Move,5,Resale,,5098
5813,60,Ready to Move,6,Resale,,4955
5814,1240,Ready to Move,34,Resale,,6486
5815,,Ready to Move,22,Resale,,6502
5816,,Ready to Move,5,Resale,,2400
5817,1000,Ready to Move,4,Resale,,4688
5818,1495,Ready to Move,15,Resale,,4516
5819,1000,Ready to Move,23,Resale,,8182
5820,,Ready to Move,35,Resale,,16389
5821,1840,Ready to Move,22,Resale,,4639
5822,,Ready to Move,14,Resale,,5352
5823,1400,Ready to Move,5,Resale,,3067
5824,,Under Construction,27,Resale,,5869
5825,850,Ready to Move,33,New Property,,10000
5826,500,Ready to Move,7,Resale,,4800
5827,,Ready to Move,1,Resale,,8000
5828,,Ready to Move,5,Resale,,4583
5829,,Ready to Move,3,Resale,,8000
5830,115,Ready to Move,5,Resale,,7778
5831,900,Ready to Move,4,Resale,,
5832,900,Ready to Move,20,Resale,,6742
5833,,Ready to Move,23,Resale,,7823
5834,,Ready to Move,24,Resale,,12273
5835,2400,Ready to Move,28,Resale,,17000
5836,632,Ready to Move,21,Resale,,11392
5837,,Under Construction,27,Resale,,9494
5838,1100,Ready to Move,24,Resale,,12273
5839,,Ready to Move,17,Resale,,5283
5840,,Ready to Move,3,Resale,,4165
5841,,Ready to Move,14,Resale,,10714
5842,,Ready to Move,17,Resale,,9905
5843,,Under Construction,18,Resale,,3266
5844,,Ready to Move,25,New Property,,10014
5845,,Under Construction,19,Resale,,11613
5846,2200,Ready to Move,23,Resale,,12110
5847,1265,Ready to Move,18,Resale,,
5848,,Ready to Move,21,Resale,,9836
5849,,Ready to Move,14,Resale,,7831
5850,80,Ready to Move,24,Resale,,9758
5851,,Under Construction,14,Resale,,9500
5852,900,Ready to Move,18,Resale,,6316
5853,557,Ready to Move,16,New Property,,7000
5854,,Ready to Move,12,Resale,,5724
5855,,Ready to Move,22,Resale,,6053
5856,,Ready to Move,14,Resale,,6033
5857,,Under Construction,36,Resale,,13438
5858,,Ready to Move,17,Resale,,4468
5859,,Ready to Move,2,Resale,,7536
5860,1417,Ready to Move,21,Resale,,5999
5861,,Under Construction,27,Resale,,12045
5862,,Ready to Move,17,Resale,,9603
5863,600,Ready to Move,5,Resale,,2667
5864,,Ready to Move,19,Resale,,6291
5865,939,Under Construction,22,New Property,,8547
5866,1441,Ready to Move,15,Resale,,16702
5867,1080,Under Construction,31,Resale,,11343
5868,,Under Construction,21,Resale,,4224
5869,,Ready to Move,17,Resale,,8008
5870,,Under Construction,35,Resale,,18235
5871,827,Under Construction,22,Resale,,10328
5872,900,Ready to Move,5,Resale,,3941
5873,,Under Construction,22,New Property,,4494
5874,750,Ready to Move,6,New Property,,3500
5875,1250,Ready to Move,16,Resale,,7394
5876,,Ready to Move,14,Resale,,8114
5877,1400,Under Construction,22,New Property,,13333
5878,,Ready to Move,12,Resale,,9906
5879,1300,Ready to Move,30,Resale,,15074
5880,,Ready to Move,24,Resale,,8181
5881,,Ready to Move,17,Resale,,6573
5882,,Under Construction,14,Resale,,9000
5883,,Ready to Move,20,Resale,,8824
5884,1300,Ready to Move,22,Resale,,6549
5885,,Ready to Move,5,Resale,,3500
5886,1105,Ready to Move,25,Resale,,
5887,595,Ready to Move,23,Resale,,8040
5888,,Under Construction,28,Resale,,6809
5889,,Ready to Move,2,Resale,,2727
5890,,Ready to Move,14,Resale,,11902
5891,,Ready to Move,16,Resale,,7037
5892,,Ready to Move,17,Resale,,7143
5893,400,Ready to Move,4,Resale,,3857
5894,,Ready to Move,27,Resale,,5844
5895,,Under Construction,26,Resale,,4947
5896,380,Ready to Move,1,Resale,,7870
5897,,Ready to Move,22,Resale,,6944
5898,,Ready to Move,28,Resale,,9728
5899,2100,Ready to Move,9,Resale,,7381
5900,1895,Ready to Move,38,Resale,,12958
5901,,Ready to Move,18,Resale,,7037
5902,1240,Under Construction,37,Resale,,14000
5903,,Ready to Move,14,Resale,,9548
5904,160,Under Construction,35,Resale,,17231
5905,,Ready to Move,16,Resale,,6601
5906,,Under Construction,80,Resale,,15873
5907,600,Ready to Move,6,Resale,,3731
5908,,Ready to Move,35,Resale,,13600
5909,535,Ready to Move,4,Resale,,5229
5910,,Ready to Move,9,Resale,,7111
5911,,Ready to Move,25,Resale,,5000
5912,,Ready to Move,27,Resale,,9016
5913,,Under Construction,30,Resale,,4749
5914,,Ready to Move,20,Resale,,6771
5915,,Ready to Move,1,Resale,,6808
5916,,Under Construction,24,Resale,,3704
5917,,Under Construction,32,Resale,,14167
5918,,Ready to Move,18,Resale,,10059
5919,,Ready to Move,16,Resale,,5179
5920,950,Ready to Move,15,Resale,,12169
5921,,Ready to Move,15,Resale,,9800
5922,,Ready to Move,17,Resale,,3308
5923,,Ready to Move,24,Resale,,6654
5924,,Under Construction,,Resale,,18479
5925,783,Ready to Move,28,Resale,,11673
5926,2179,Ready to Move,23,Resale,,5580
5927,,Ready to Move,22,Resale,,7552
5928,450,Ready to Move,7,Resale,,6000
5929,890,Ready to Move,12,Resale,,4800
5930,2250,Ready to Move,19,Resale,,9190
5931,,Ready to Move,17,Resale,,8213
5932,1636,Under Construction,30,Resale,,14118
5933,,Ready to Move,18,Resale,,11340
5934,,Ready to Move,20,Resale,,6173
5935,,Ready to Move,21,Resale,,10238
5936,72,Ready to Move,4,Resale,,5548
5937,800,Apr '28,,New Property,,9000
5938,,Ready to Move,72,Resale,,19841
5939,,Ready to Move,19,New Property,,6296
5940,1200,Ready to Move,4,New Property,,4074
5941,,Ready to Move,18,Resale,,7807
5942,1600,Ready to Move,27,Resale,,17241
5943,,Ready to Move,4,Resale,,6633
5944,850,Ready to Move,5,Resale,,3789
5945,,Ready to Move,7,Resale,,10455
5946,,Ready to Move,16,Resale,,10193
5947,,Ready to Move,6,Resale,,2833
5948,,Ready to Move,,Resale,,9000
5949,,Ready to Move,21,Resale,,9000
5950,660,Ready to Move,,New Property,,5755
5951,,Ready to Move,14,Resale,,8696
5952,,Ready to Move,22,Resale,,8837
5953,,Ready to Move,21,Resale,,12281
5954,895,Ready to Move,,Resale,,5028
5955,,Ready to Move,3,Resale,,3056
5956,,,,Resale,,8097
5957,,Ready to Move,25,Resale,,10046
5958,1167,Under Construction,24,New Property,,5502
5959,,Ready to Move,4,Resale,,3182
5960,400,Ready to Move,5,Resale,,2800
5961,1785,Under Construction,3,New Property,,7500
5962,,Ready to Move,34,Resale,,15385
5963,700,Ready to Move,18,Resale,,7208
5964,,Ready to Move,19,New Property,,4467
5965,1050,Ready to Move,14,Resale,,6381
5966,,Ready to Move,3,New Property,,7060
5967,1600,Ready to Move,22,New Property,,11798
5968,,Ready to Move,11,Resale,,17544
5969,,Ready to Move,14,New Property,,7419
5970,,Ready to Move,5,Resale,,3716
5971,,Ready to Move,22,Resale,,11000
5972,950,Ready to Move,18,Resale,,6220
5973,56,Ready to Move,1,Resale,,5394
5974,,Ready to Move,4,Resale,,3810
5975,,Ready to Move,23,Resale,,10000
5976,521,Ready to Move,20,Resale,,8000
5977,,Ready to Move,16,Resale,,4014
5978,,Ready to Move,20,Resale,,7017
5979,,,,Resale,,5700
5980,,Under Construction,36,Resale,,16769
5981,,Ready to Move,13,Resale,,14552
5982,750,Ready to Move,3,Resale,,6000
5983,900,Ready to Move,6,Resale,,3636
5984,,Mar '26,,New Property,,11789
5985,2150,Under Construction,5,Resale,,5000
5986,975,Ready to Move,3,Resale,,6364
5987,,Ready to Move,20,Resale,,11268
5988,1711,Ready to Move,,New Property,2016,8998
5989,,Ready to Move,28,Resale,,6044
5990,1230,Ready to Move,19,Resale,,6992
5991,,Ready to Move,17,New Property,,5545
5992,,Ready to Move,28,Resale,,17476
5993,775,Ready to Move,18,Resale,,5128
5994,,Ready to Move,20,Resale,,6306
5995,,Ready to Move,34,Resale,,13281
5996,893,Ready to Move,4,Resale,,3211
5997,,Ready to Move,21,Resale,,5607
5998,,Ready to Move,28,Resale,,9619
5999,,Ready to Move,43,Resale,,21378
6000,950,Under Construction,26,Resale,,8791
6001,,Ready to Move,21,Resale,,6944
6002,,Ready to Move,21,Resale,,5036
6003,1280,Ready to Move,40,Resale,,12681
6004,,Ready to Move,4,Resale,,2941
6005,1700,Ready to Move,17,Resale,,5648
6006,,Ready to Move,21,Resale,,6061
6007,,Ready to Move,,Resale,,13981
6008,,Ready to Move,9,Resale,,7967
6009,,Ready to Move,24,Resale,,14340
6010,,Ready to Move,30,Resale,,8322
6011,,Ready to Move,24,Resale,,13043
6012,1815,Ready to Move,22,Resale,,13126
6013,1355,Under Construction,24,Resale,,
6014,,Ready to Move,9,Resale,,7625
6015,,Ready to Move,11,Resale,,6857
6016,,Ready to Move,5,Resale,,7879
6017,1675,Ready to Move,32,Resale,,
6018,,Ready to Move,12,Resale,,10610
6019,,Ready to Move,18,Resale,,11340
6020,1535,Ready to Move,23,Resale,,
6021,117,Ready to Move,26,Resale,,11449
6022,,Ready to Move,26,Resale,,6599
6023,12990,Ready to Move,18,Resale,,5348
6024,950,Ready to Move,14,Resale,,5652
6025,475,Ready to Move,20,Resale,,
6026,,Ready to Move,18,Resale,,7167
6027,933,Ready to Move,20,Resale,,9904
6028,,Ready to Move,23,Resale,,7843
6029,,Under Construction,18,Resale,,6484
6030,,Ready to Move,6,Resale,,3455
6031,,Ready to Move,27,Resale,,10714
6032,1142,Ready to Move,18,Resale,,7297
6033,,Ready to Move,3,Resale,,5935
6034,1176,Ready to Move,17,Resale,,6250
6035,600,Ready to Move,6,Resale,,3077
6036,,Ready to Move,24,Resale,,9717
6037,,Ready to Move,5,Resale,,4706
6038,1200,Ready to Move,7,Resale,,8567
6039,,Ready to Move,9,Resale,,4826
6040,,Ready to Move,12,Resale,,4839
6041,400,Ready to Move,5,Resale,,2636
6042,,Ready to Move,21,Resale,,3483
6043,,Ready to Move,16,Resale,,11949
6044,,Ready to Move,4,Resale,,6667
6045,,Ready to Move,24,Resale,,8743
6046,,Ready to Move,21,Resale,,7770
6047,,Under Construction,19,Resale,,6364
6048,1373,Ready to Move,3,Resale,,8571
6049,,Ready to Move,24,Resale,,8054
6050,,Ready to Move,27,Resale,,16043
6051,,Ready to Move,4,Resale,,9950
6052,,Ready to Move,9,Resale,,9211
6053,,Ready to Move,3,Resale,,13684
6054,,Ready to Move,27,Resale,,16733
6055,1000,Ready to Move,19,New Property,,6250
6056,,Ready to Move,20,Resale,,9282
6057,,Ready to Move,12,Resale,,14552
6058,820,Ready to Move,34,Resale,,10000
6059,,Ready to Move,15,Resale,,6122
6060,,Ready to Move,23,Resale,,6439
6061,1200,Ready to Move,18,Resale,,6800
6062,,Ready to Move,6,Resale,,3500
6063,592,Ready to Move,1,New Property,,5912
6064,,Ready to Move,23,Resale,,5800
6065,,Under Construction,22,Resale,,12609
6066,1500,Ready to Move,9,Resale,,12903
6067,,Ready to Move,12,Resale,,10312
6068,,Under Construction,23,Resale,,14000
6069,,Ready to Move,19,Resale,,7826
6070,,Ready to Move,6,Resale,,2561
6071,1350,Ready to Move,19,Resale,,14159
6072,1250,Ready to Move,23,Resale,,9360
6073,,Ready to Move,4,Resale,,3444
6074,,Under Construction,22,Resale,,10994
6075,,Under Construction,13,Resale,,10487
6076,,Ready to Move,14,Resale,,12883
6077,800,Under Construction,6,New Property,,18378
6078,,Ready to Move,16,Resale,,6820
6079,,Ready to Move,25,Resale,,
6080,,Ready to Move,6,Resale,,2960
6081,,Ready to Move,25,Resale,,7071
6082,,Ready to Move,4,Resale,,3455
6083,,Ready to Move,21,Resale,,7086
6084,1798,Under Construction,39,Other,,
6085,1717,Ready to Move,25,Resale,,12500
6086,,Ready to Move,14,Resale,,7420
6087,1800,Ready to Move,4,Resale,,9091
6088,,Under Construction,35,Resale,,14286
6089,,Ready to Move,30,New Property,,9000
6090,,Ready to Move,19,Resale,,9862
6091,1000,Ready to Move,24,Resale,,9511
6092,,Ready to Move,18,Resale,,7072
6093,,Ready to Move,28,Resale,,16393
6094,,Ready to Move,4,Resale,,3186
6095,350,Ready to Move,11,Resale,,6358
6096,,Ready to Move,12,Resale,,8182
6097,,Under Construction,26,Resale,2010,13750
6098,1636,Under Construction,27,Resale,2011,14668
6099,1060,Ready to Move,3,Resale,2006,10776
6100,1250,Ready to Move,16,Resale,2012,6415
6101,2400,Under Construction,26,Resale,,13759
6102,3245,Under Construction,20,New Property,2014,14756
6103,1190,Ready to Move,18,Resale,2009,9061
6104,,Under Construction,30,Resale,2006,7161
6105,,Ready to Move,18,Resale,,8091
6106,,Ready to Move,21,Resale,2010,11536
6107,1022,Ready to Move,32,New Property,1996,4778
6108,2200,Ready to Move,9,Resale,2012,7308
6109,2970,Ready to Move,29,Resale,2010,15116
6110,1800,Ready to Move,25,Resale,2016,7487
6111,,Ready to Move,20,Resale,2016,8791
6112,900,Ready to Move,5,New Property,2018,3904
6113,,Ready to Move,30,Resale,1986,9831
6114,127,Ready to Move,32,Resale,2019,13546
6115,510,Under Construction,5,New Property,,7679
6116,400,Under Construction,26,Resale,2000,4915
6117,1200,Under Construction,20,Resale,2011,5986
6118,1110,Ready to Move,18,Resale,2009,9910
6119,2200,Under Construction,20,Resale,2011,13986
6120,1300,Ready to Move,16,Resale,2017,8091
6121,915,Ready to Move,19,Resale,2002,10399
6122,,Under Construction,25,Resale,2009,21288
6123,1415,Ready to Move,18,Resale,2018,5806
6124,,Ready to Move,24,Resale,,11060
6125,,Ready to Move,26,Resale,2015,6351
6126,966,Ready to Move,22,Resale,,8264
6127,,Ready to Move,17,Resale,2003,7839
6128,,Ready to Move,20,Resale,2019,6636
6129,,Ready to Move,15,Resale,2017,9565
6130,900,Ready to Move,19,New Property,1996,6523
6131,923,Ready to Move,25,New Property,1995,9121
6132,2500,Ready to Move,34,Resale,,12915
6133,,Ready to Move,18,Resale,,8454
6134,,Under Construction,29,Resale,2010,15066
6136,2000,Ready to Move,10,Resale,2012,9170
6137,925,Under Construction,14,New Property,1998,15300
6138,780,Ready to Move,18,Resale,,6788
6139,,Ready to Move,20,Resale,2002,6570
6140,,Ready to Move,20,Resale,2008,6809
6141,,Ready to Move,19,Resale,,6064
6142,2400,Ready to Move,13,Resale,,13029
6143,410,Under Construction,13,New Property,2008,7790
6144,2000,Ready to Move,16,Resale,1996,20566
6145,1150,Ready to Move,18,Resale,2005,13862
6146,710,Ready to Move,12,Resale,2014,8000
6147,440,Ready to Move,,New Property,,10909
6148,334,Ready to Move,12,Resale,,8081
6149,1340,Ready to Move,23,Resale,,21000
6150,350,Ready to Move,,Resale,,12045
6151,365,Ready to Move,,Resale,,6400
6152,,Ready to Move,7,Resale,,8000
6153,350,Ready to Move,,Resale,,8444
6154,640,Ready to Move,4,Resale,,4818
6155,450,Ready to Move,9,Resale,,8359
6156,454,Ready to Move,4,Resale,,3892
6157,,Ready to Move,4,Resale,,8689
6158,,Ready to Move,3,Resale,,4393
6159,378,Ready to Move,,Resale,,5941
6160,375,Ready to Move,,Resale,,5906
6161,1200,Ready to Move,,Resale,,18456
6162,445,Ready to Move,7,Resale,,6456
6163,600,Ready to Move,,Resale,,8000
6164,1300,Ready to Move,4,Resale,,12759
6165,250,Ready to Move,,Resale,,4932
6166,710,Ready to Move,,Resale,,6548
